model,image,predicted_caption,true_captions,bleu1,bleu4,rougeL
BLIP,000000051008.jpg,araffe cat sitting on a couch looking at a computer screen,"['A cat looking like it is using a laptop ', 'A cat that is sitting on a laptop.', 'A large cat is sitting on a laptop computer.', 'A cat that is checking into its Twitter account to post a tweet.', 'A cat sitting in front of a laptop computer.']",0.5454545454545454,0.1527898075109779,0.5
BLIP,000000023023.jpg,there are two pieces of luggage sitting on the floor next to a trash can,"['Three pieces of luggage sitting on a floor in front of a curtain.', 'A collection of suitcases lined up in front of hotel curtains.', 'A piece of luggage is beside bags, one in plastic.', 'Duffel bag, plastic travel bag, and suitcase sit on carpet in front of drapes.', 'A suitcase as well as other types of luggage are propped up on a carpeted floor indoors.']",0.5333333333333333,0.27668736912821895,0.5
BLIP,000000045472.jpg,there are many different types of fruit and a pineapple on the table,"['A table with some oranges and some cups.', 'A table with five red cups, a pineapple and some oranges on a plate', 'there is a pineapple besides a plate of oranges and a small bowl', 'A pineapple and some oranges sit on a table.', 'A pineapple next to some oranges, incense sticks and cups.']",0.5384615384615384,0.0719754827641624,0.3636363636363637
BLIP,000000036660.jpg,arafed view of a person standing on a wooden floor with a cell phone and a wallet,"['Someone in sandals is standing over a broken cell phone in pieces. ', 'a cellophone broken into pieces by a womans feet', 'A person wearing sandals stands by a broken cell phone.', 'A woman with pretty painted toe nails standing in front of a broken cell phone.', 'The cell phone is broken at the feet of someone in flip flops.']",0.47058823529411764,0.06408227201628795,0.4444444444444445
BLIP,000000047112.jpg,there is a pizza on a plate with a glass of wine,"['A dining table has a large pizza and wine glasses.', 'A close up image of a half onion and mushroom pizza. ', 'A pizza sitting on a plate in front of a glass of wine.', 'A pizza served on a white plate next to empty wine glass and beer.', 'A large pizza on a white plate sitting on a blue table.']",0.75,0.24126935492125365,0.7199999999999999
BLIP,000000032610.jpg,there are many laptops and backpacks on a table with a backpack,"['a desk top with a bunch of electronics on it ', 'there are many lap tops on top of a small table', 'Assortment of laptop computers displayed on table with backpacks full of electronic cords.', 'Many laptops and their assorted wires atop a wooden bench.', 'many laptops  on a wooden table on being in use']",0.9166666666666666,0.23823391602690283,0.5217391304347826
BLIP,000000009590.jpg,several people sitting around a table eating food and drinking,"['A group of people sitting around a wooden table.', 'A group of guys are sitting at a table eating and laughing.', 'A group of men are sitting around a table.', 'A group of young males sitting around eating a meal.', 'A group of men sipping drinks and talking at a table.']",0.7,0.37991784282579627,0.5263157894736842
BLIP,000000018380.jpg,arafed family sitting at a table with plates of food,"['a group of people sit around a big table ', 'a family sitting around a long table filled with a lot of food ', 'A lot of people sitting around a table full of food.', 'a large family enjoying a dinner on a large table ', 'Lots of people at a long table eating, drinking and smiling']",0.8,0.11390169996443938,0.608695652173913
BLIP,000000035770.jpg,there is a cow print toilet seat cover and a bowl of food,"['a couple of pans you would use to pee in', 'There is a sink and a black and white toilet', 'There are sinks and black and white designs in the bathroom.', 'A store with a variety of toilets of different colors and designs.', 'a bathroom with three toilets and a big sink']",0.5384615384615384,0.1331052549170149,0.4347826086956522
BLIP,000000038070.jpg,there is a toilet with a seat up in a small bathroom,"['A white toilet sitting next to a trash can in a restroom.', 'a little bathroom with some feet standing next to it ', 'Looking down into a toilet in a very small stall.', 'The view of a toilet from above looking into the bowl', 'An overhead shots of a toilet in a public restroom. ', 'A toilet from above; flanked by a toilet brush and a small trash can.  ']",0.6666666666666666,0.08886817068633099,0.45454545454545453
BLIP,000000031248.jpg,there is a living room with a fireplace and a couch,"['Living room with white chairs and couches, fireplace and books on bookshelves.', 'A room with furniture and a fire place.', 'A living room has a couch, a chair, and a fireplace.', 'a living room with a fire place a chair and lamps', 'A living room is shown with a seating and lamps.']",0.8181818181818182,0.4497332084013506,0.5714285714285713
BLIP,000000054628.jpg,there is a three tiered cake on a table with blue cloth,"['Ornate wedding cake ready at the hotel reception', 'A tall multi layer cake sitting on top of a blue table cloth.', 'A wedding cake with flowers in a banquet hall.', 'Nicely decorated three tier wedding cake with topper.', 'A very ornate, three layered wedding cake in a banquet room.']",0.6666666666666666,0.03371152884335578,0.48000000000000004
BLIP,000000017182.jpg,there is a blackboard on the wall in a classroom,"['A brown desk with a wooden chair in a classroom.', ""A wooden teacher's desk with books stacked on it and a blackboard in the background."", ""A dusty old chalkboard fills the background of this image, which features a wooden teacher's desk that has blue books, a red apple, and a bell placed on top. "", 'A classroom with a chalkboard, desk, and books.', 'A desk in a classroom with a blackboard behind it']",0.7,0.17599531690857192,0.4000000000000001
BLIP,000000028452.jpg,there is a refrigerator with the door open and the door open,"['An open refrigerator door on a kitchen floor.', 'A fridge has some eggs and a bottle in it.', 'The refrigerator has a drink and a carton of eggs in it.', 'A few objects are sitting in an empty appliance.', 'a very big  fridge with nothing inside it']",0.5833333333333334,0.03260471901230355,0.2
BLIP,000000000632.jpg,there is a bed in a bedroom with a book shelf and a window,"['Bedroom scene with a bookcase, blue comforter and window.', 'A bedroom with a bookshelf full of books.', 'This room has a bed with blue sheets and a large bookcase', 'A bed and a mirror in a small room.', 'a bed room with a neatly made bed a window and a book shelf']",0.8571428571428571,0.3407806467081348,0.45454545454545453
BLIP,000000015335.jpg,there are three people sitting at a table eating food,"['A group of people sitting at a table with food.', 'A man, woman, and boy are sitting at a table.', 'A man, woman and child eating together at a restaurant.', 'A boy sitting between a man and a woman.', 'a young child, lady , and man sitting in a booth at a table']",0.7,0.42728700639623407,0.6
